horse_name,horse_id,sex_age_latest,starts,wins,top2,top3,win_rate,quinella_rate,show_rate,avg_finish,avg_last3f,best_last3f,first_race_date,latest_race_date,latest_course,latest_surface,latest_distance_m,latest_finish,condition_starts_json
ストラーダ,pw01dud102023100937/57,牝2,2,0,0,0,0.0,0.0,0.0,7.5,39.5,38.4,2025-11-30,2025-12-20,阪神,ダート,400,11,"{""東京|ダート|600"": 1, ""阪神|ダート|400"": 1}"
ストラーダレアーレ,pw01dud102022103928/FB,牡3,5,0,0,1,0.0,0.0,0.2,6.0,37.66,34.7,2025-04-20,2025-08-24,中京,芝,000,7,"{""中京|ダート|400"": 1, ""中京|芝|000"": 1, ""小倉|ダート|700"": 1, ""阪神|ダート|400"": 1, ""阪神|ダート|800"": 1}"
ストリンジェンド,pw01dud102020102702/C0,牡5,7,0,0,0,0.0,0.0,0.0,7.0,37.2429,36.0,2025-02-02,2025-11-02,京都,ダート,200,10,"{""中京|ダート|200"": 1, ""京都|ダート|200"": 2, ""京都|ダート|400"": 1, ""新潟|ダート|200"": 2, ""福島|ダート|150"": 1}"
ストレイトアスク,pw01dud102021102312/98,牝4,8,0,1,2,0.0,0.125,0.25,8.0,35.525,34.3,2025-01-12,2025-12-14,中京,芝,600,7,"{""中京|芝|400"": 1, ""中京|芝|600"": 1, ""京都|芝|200"": 1, ""京都|芝|400"": 1, ""函館|芝|200"": 1, ""新潟|芝|400"": 1, ""札幌|芝|200"": 2}"
ストレイトトーカー,pw01dud102022101669/3D,牡3,7,2,3,3,0.285714,0.428571,0.428571,3.4286,34.3286,33.1,2025-01-06,2025-11-02,東京,芝,600,5,"{""中山|芝|600"": 3, ""東京|芝|400"": 1, ""東京|芝|600"": 3}"
ストレングス,pw01dud102021106658/D9,牡4,8,0,3,6,0.0,0.375,0.75,4.125,36.5375,35.8,2025-02-15,2025-11-29,東京,ダート,400,6,"{""中京|ダート|400"": 2, ""京都|ダート|200"": 1, ""東京|ダート|400"": 4, ""阪神|ダート|200"": 1}"
ストレートブラック,pw01dud102022103353/C6,牝3,10,0,2,5,0.0,0.2,0.5,4.2,35.69,34.3,2025-02-01,2025-09-14,中山,芝,000,2,"{""中山|芝|000"": 1, ""小倉|芝|000"": 3, ""札幌|芝|000"": 3, ""東京|芝|000"": 2, ""福島|芝|000"": 1}"
ストロベリーツリー,pw01dud102023106887/10,牝2,3,1,2,2,0.333333,0.666667,0.666667,2.6667,35.5,33.9,2025-08-03,2025-12-13,阪神,芝,000,5,"{""札幌|芝|800"": 2, ""阪神|芝|000"": 1}"
ストロボエッジ,pw01dud102023103270/E8,牡2,2,0,0,0,0.0,0.0,0.0,12.5,36.9,34.8,2025-10-11,2025-11-02,東京,芝,600,10,"{""東京|ダート|400"": 1, ""東京|芝|600"": 1}"
ストロングウィル,pw01dud102019103358/6E,牡6,2,0,0,1,0.0,0.0,0.5,4.5,35.05,34.9,2025-01-26,2025-03-23,中山,芝,800,3,"{""中山|芝|800"": 1, ""小倉|芝|800"": 1}"
ストロングエース,pw01dud102023102477/80,牡2,4,1,2,2,0.25,0.5,0.5,4.75,36.05,34.6,2025-07-20,2025-12-13,阪神,芝,000,9,"{""新潟|芝|000"": 2, ""福島|芝|000"": 1, ""阪神|芝|000"": 1}"
ストロングブラック,pw01dud102021109063/51,牡4,5,0,0,0,0.0,0.0,0.0,12.2,40.86,39.0,2025-02-22,2025-05-18,新潟,ダート,800,14,"{""中京|ダート|800"": 1, ""中山|ダート|800"": 2, ""新潟|ダート|800"": 1, ""東京|ダート|600"": 1}"
ストロングボンド,pw01dud102023105661/ED,牡2,1,0,0,0,0.0,0.0,0.0,16.0,36.7,36.7,2025-11-16,2025-11-16,福島,芝,200,16,"{""福島|芝|200"": 1}"
ストンプ,pw01dud102022104776/F2,牝3,5,0,1,1,0.0,0.2,0.2,9.6,35.3,33.8,2025-04-26,2025-08-30,中京,芝,600,9,"{""中京|芝|600"": 2, ""京都|芝|800"": 3}"
ストームアイ,pw01dud102023104166/48,牝2,2,0,0,0,0.0,0.0,0.0,9.5,37.6,35.4,2025-11-16,2025-12-06,中京,芝,000,10,"{""中京|芝|000"": 1, ""福島|ダート|700"": 1}"
ストームゲイル,pw01dud102023102224/75,牡2,3,1,2,2,0.333333,0.666667,0.666667,2.3333,34.7667,34.4,2025-10-05,2025-12-28,阪神,芝,800,1,"{""京都|芝|800"": 2, ""阪神|芝|800"": 1}"
ストームサンダー,pw01dud102023100772/F6,牡2,8,1,2,4,0.125,0.25,0.5,5.0,35.0625,34.3,2025-06-29,2025-12-21,阪神,芝,600,9,"{""京都|芝|800"": 1, ""函館|芝|200"": 2, ""札幌|芝|200"": 1, ""札幌|芝|500"": 2, ""東京|芝|800"": 1, ""阪神|芝|600"": 1}"
ストームバンガード,pw01dud102021103819/A1,牡4,9,0,0,1,0.0,0.0,0.111111,11.5556,37.55,35.9,2025-01-05,2025-11-22,福島,障害,770,12,"{""中京|ダート|200"": 2, ""京都|ダート|200"": 3, ""京都|ダート|400"": 1, ""小倉|ダート|700"": 1, ""福島|障害|770"": 1, ""阪神|ダート|200"": 1}"
ストームリッシュ,pw01dud102022104389/97,牡3,1,0,0,0,0.0,0.0,0.0,15.0,42.9,42.9,2025-06-08,2025-06-08,阪神,ダート,800,15,"{""阪神|ダート|800"": 1}"
ストームレーン,pw01dud102022105447/91,牡3,3,0,0,0,0.0,0.0,0.0,11.3333,38.4,36.5,2025-04-27,2025-05-25,京都,ダート,900,14,"{""京都|ダート|900"": 1, ""京都|芝|600"": 1, ""京都|芝|800"": 1}"
ストーリーオブラブ,pw01dud102023106587/7D,牝2,1,0,0,0,0.0,0.0,0.0,13.0,37.4,37.4,2025-11-16,2025-11-16,東京,ダート,600,13,"{""東京|ダート|600"": 1}"
ストーンズ,pw01dud102021105583/AA,牡4,6,1,3,3,0.166667,0.5,0.5,3.3333,38.1,36.3,2025-05-10,2025-12-06,中京,ダート,800,1,"{""中京|ダート|800"": 1, ""京都|ダート|800"": 1, ""新潟|ダート|800"": 1, ""福島|ダート|700"": 1, ""阪神|ダート|800"": 2}"
スナイチゴールド,pw01dud102020106457/78,牡5,4,0,0,0,0.0,0.0,0.0,8.25,36.525,35.5,2025-02-02,2025-06-21,東京,ダート,600,10,"{""東京|ダート|400"": 1, ""東京|ダート|600"": 3}"
スナッピードレッサ,pw01dud102022110007/B0,牡3,1,0,0,0,0.0,0.0,0.0,6.0,39.8,39.8,2025-01-11,2025-01-11,中山,ダート,800,6,"{""中山|ダート|800"": 1}"
スナドケイ,pw01dud102022103751/A4,牝3,6,0,0,0,0.0,0.0,0.0,8.1667,40.2,39.1,2025-01-06,2025-07-19,函館,ダート,400,6,"{""中山|ダート|800"": 4, ""函館|ダート|400"": 1, ""東京|ダート|100"": 1}"
スナークサファイア,pw01dud102021106176/1E,牝4,3,0,0,0,0.0,0.0,0.0,14.0,35.9667,35.2,2025-04-19,2025-05-25,京都,芝,400,17,"{""京都|芝|000"": 1, ""京都|芝|400"": 1, ""福島|芝|000"": 1}"
スナークサンダー,pw01dud102022106191/8B,牡3,5,0,0,0,0.0,0.0,0.0,12.0,38.98,38.1,2025-01-11,2025-08-17,中京,ダート,200,16,"{""中京|ダート|200"": 2, ""福島|ダート|150"": 2, ""阪神|ダート|200"": 1}"
スナークシュンソウ,pw01dud102018101592/F4,牡7,7,1,1,1,0.142857,0.142857,0.142857,8.8571,37.5571,36.7,2025-02-01,2025-12-27,阪神,ダート,400,12,"{""京都|ダート|400"": 2, ""小倉|ダート|700"": 1, ""阪神|ダート|200"": 2, ""阪神|ダート|400"": 2}"
スナークピカソ,pw01dud102022104171/8D,牡3,8,1,2,2,0.125,0.25,0.25,5.0,35.95,34.3,2025-02-02,2025-12-14,中京,芝,600,5,"{""中京|芝|600"": 1, ""中山|芝|800"": 1, ""京都|芝|800"": 1, ""小倉|芝|800"": 2, ""福島|芝|800"": 3}"
スナークホクサイ,pw01dud102023102903/39,牡2,3,0,0,0,0.0,0.0,0.0,10.3333,42.7,39.9,2025-08-03,2025-10-18,京都,ダート,400,9,"{""中京|ダート|800"": 1, ""京都|ダート|400"": 1, ""京都|ダート|800"": 1}"
スナークメスナー,pw01dud102022101316/01,牡3,2,0,0,0,0.0,0.0,0.0,13.0,42.7,42.7,2025-02-23,2025-08-31,中京,ダート,400,16,"{""中京|ダート|400"": 1, ""小倉|ダート|700"": 1}"
スナークメモリー,pw01dud102020105167/06,牝5,7,0,0,2,0.0,0.0,0.285714,5.8571,38.9429,37.7,2025-02-15,2025-08-24,札幌,ダート,700,5,"{""京都|ダート|800"": 1, ""小倉|ダート|700"": 2, ""札幌|ダート|700"": 3, ""阪神|ダート|800"": 1}"
スナークラファエロ,pw01dud102021103987/5C,せん4,3,1,1,2,0.333333,0.333333,0.666667,6.0,38.0667,36.6,2025-01-13,2025-11-22,京都,ダート,900,14,"{""中京|ダート|800"": 1, ""京都|ダート|800"": 1, ""京都|ダート|900"": 1}"
スナークレジスト,pw01dud102017102930/D5,牡8,2,0,0,0,0.0,0.0,0.0,11.5,36.5,35.2,2025-02-02,2025-02-16,東京,芝,600,13,"{""東京|ダート|400"": 1, ""東京|芝|600"": 1}"
スニーカースキル,pw01dud102022105964/4D,牝3,6,2,2,2,0.333333,0.333333,0.333333,4.5,38.7667,37.4,2025-02-15,2025-11-24,東京,ダート,400,中止,"{""中京|ダート|400"": 1, ""京都|ダート|400"": 3, ""小倉|ダート|700"": 1, ""東京|ダート|400"": 1, ""阪神|ダート|400"": 1}"
スネーフリンガ,pw01dud102022103039/C5,牝3,11,1,1,1,0.090909,0.090909,0.090909,6.6364,35.8636,34.1,2025-01-26,2025-11-22,福島,芝,200,8,"{""中京|芝|200"": 1, ""小倉|芝|200"": 4, ""札幌|芝|200"": 1, ""福島|芝|200"": 2, ""阪神|ダート|200"": 1, ""阪神|ダート|400"": 1, ""阪神|芝|200"": 1}"
スノーエルヴァ,pw01dud102023106145/93,牝2,2,0,1,1,0.0,0.5,0.5,6.0,34.8,34.1,2025-10-19,2025-11-09,東京,芝,800,10,"{""東京|芝|800"": 2}"
スノーガーネット,pw01dud102023102176/7A,牝2,2,0,0,0,0.0,0.0,0.0,9.0,38.6,37.2,2025-10-25,2025-11-22,京都,ダート,200,7,"{""京都|ダート|200"": 1, ""京都|ダート|400"": 1}"
スノークルーズ,pw01dud102022104699/3A,牝3,3,0,0,0,0.0,0.0,0.0,11.3333,39.0,38.0,2025-03-22,2025-12-28,中山,ダート,200,14,"{""中山|ダート|200"": 1, ""中山|芝|000"": 1, ""新潟|ダート|800"": 1}"
スノークローバー,pw01dud102021103266/72,牡4,4,0,0,0,0.0,0.0,0.0,13.0,40.825,36.8,2025-03-02,2025-07-06,福島,芝,800,12,"{""中山|ダート|800"": 1, ""新潟|ダート|800"": 1, ""福島|ダート|700"": 1, ""福島|芝|800"": 1}"
スノーグレース,pw01dud102019105185/C1,牝6,3,0,0,1,0.0,0.0,0.333333,6.3333,38.3333,37.8,2025-01-05,2025-03-22,中山,ダート,800,12,"{""中山|ダート|800"": 3}"
スノーサイレンス,pw01dud102022101675/81,牝3,6,2,3,5,0.333333,0.5,0.833333,2.6667,36.9,35.6,2025-03-08,2025-12-20,中山,ダート,200,2,"{""中山|ダート|200"": 1, ""小倉|ダート|000"": 1, ""小倉|芝|200"": 1, ""新潟|ダート|200"": 1, ""福島|ダート|150"": 1, ""阪神|ダート|400"": 1}"
スノーサウンド,pw01dud102022107088/5E,牝3,2,0,0,0,0.0,0.0,0.0,15.0,40.3,39.0,2025-04-12,2025-06-08,阪神,ダート,400,14,"{""阪神|ダート|400"": 2}"
スノースコール,pw01dud102023103626/0E,牡2,2,0,0,0,0.0,0.0,0.0,7.0,39.2,38.8,2025-08-30,2025-10-26,新潟,ダート,800,6,"{""新潟|ダート|800"": 1, ""札幌|ダート|700"": 1}"
スノーディーヴァ,pw01dud102021103504/BF,牝4,6,0,0,0,0.0,0.0,0.0,11.0,36.4667,34.5,2025-03-22,2025-09-27,中山,芝,200,16,"{""中京|芝|600"": 1, ""中山|芝|200"": 1, ""中山|芝|500"": 1, ""京都|芝|200"": 1, ""東京|芝|400"": 1, ""福島|芝|000"": 1}"
スノーバンティング,pw01dud102022110024/77,牡3,2,0,0,0,0.0,0.0,0.0,15.0,37.25,35.9,2025-07-06,2025-08-10,新潟,芝,800,18,"{""新潟|芝|800"": 1, ""福島|芝|000"": 1}"
スノーブリザード,pw01dud102021107138/B3,牡4,5,0,1,1,0.0,0.2,0.2,7.0,36.62,35.3,2025-02-16,2025-07-06,福島,芝,800,6,"{""小倉|芝|000"": 1, ""小倉|芝|800"": 1, ""新潟|芝|200"": 1, ""福島|芝|800"": 2}"
スノーホルンロード,pw01dud102019106520/D5,せん6,10,0,1,2,0.0,0.1,0.2,7.4,37.19,35.7,2025-01-26,2025-12-13,中京,ダート,400,9,"{""中京|ダート|400"": 1, ""中山|ダート|200"": 1, ""函館|ダート|000"": 2, ""函館|ダート|700"": 1, ""小倉|ダート|000"": 1, ""新潟|ダート|200"": 1, ""札幌|ダート|700"": 1, ""東京|ダート|400"": 1, ""福島|ダート|150"": 1}"
スノーライトニング,pw01dud102021105828/1C,牡4,1,0,0,0,0.0,0.0,0.0,15.0,38.9,38.9,2025-01-25,2025-01-25,小倉,芝,600,15,"{""小倉|芝|600"": 1}"
スノーランス,pw01dud102023103693/25,牝2,6,0,1,1,0.0,0.166667,0.166667,4.8333,37.25,35.4,2025-06-21,2025-12-20,中京,ダート,200,2,"{""中京|ダート|200"": 1, ""中京|ダート|400"": 1, ""中山|ダート|200"": 1, ""函館|芝|200"": 2, ""札幌|ダート|000"": 1}"
スノーリン,pw01dud102022103588/97,牡3,4,0,0,0,0.0,0.0,0.0,10.5,36.9,35.5,2025-03-29,2025-07-20,福島,芝,800,9,"{""中山|芝|800"": 1, ""東京|芝|800"": 1, ""福島|芝|000"": 1, ""福島|芝|800"": 1}"
スパイウェア,pw01dud102022106325/49,牡3,2,0,0,0,0.0,0.0,0.0,13.5,39.2,37.2,2025-01-11,2025-02-15,東京,ダート,600,16,"{""中山|芝|600"": 1, ""東京|ダート|600"": 1}"
スパイダーゴールド,pw01dud102019105225/92,牡6,4,0,0,0,0.0,0.0,0.0,12.5,37.85,34.9,2025-04-12,2025-11-15,京都,芝,000,16,"{""京都|芝|000"": 1, ""東京|芝|000"": 1, ""福島|ダート|150"": 1, ""福島|ダート|700"": 1}"
スパイラルビジョン,pw01dud102022105384/47,牡3,4,1,1,1,0.25,0.25,0.25,7.75,36.85,34.7,2025-01-18,2025-08-23,中京,芝,200,6,"{""中京|芝|000"": 1, ""中京|芝|200"": 1, ""京都|ダート|800"": 1, ""阪神|ダート|800"": 1}"
スパディール,pw01dud102022104470/AD,せん3,1,0,0,0,0.0,0.0,0.0,15.0,38.3,38.3,2025-05-03,2025-05-03,新潟,芝,400,15,"{""新潟|芝|400"": 1}"
スパルタンエックス,pw01dud102023100371/BF,牡2,2,0,1,1,0.0,0.5,0.5,3.0,35.6,35.2,2025-11-30,2025-12-13,阪神,芝,000,4,"{""京都|芝|000"": 1, ""阪神|芝|000"": 1}"
スパルタンワールド,pw01dud102022102603/1A,牡3,1,0,0,0,0.0,0.0,0.0,11.0,34.9,34.9,2025-02-22,2025-02-22,東京,芝,600,11,"{""東京|芝|600"": 1}"
スパーク,pw01dud102022100929/A1,牡3,1,0,0,0,0.0,0.0,0.0,8.0,37.1,37.1,2025-06-14,2025-06-14,函館,ダート,700,8,"{""函館|ダート|700"": 1}"
スパークインザアイ,pw01dud102017105392/C2,せん8,9,0,0,0,0.0,0.0,0.0,9.8889,38.0111,36.8,2025-02-15,2025-11-30,東京,ダート,400,13,"{""中京|ダート|400"": 1, ""小倉|ダート|700"": 2, ""札幌|ダート|700"": 1, ""東京|ダート|400"": 1, ""東京|ダート|600"": 4}"
スパークタイムリー,pw01dud102020103440/76,牝5,2,0,0,0,0.0,0.0,0.0,8.0,37.2,35.5,2025-01-12,2025-03-01,中山,ダート,800,7,"{""中山|ダート|800"": 1, ""中山|芝|200"": 1}"
スパークリシャール,pw01dud102021105609/0D,せん4,6,1,1,2,0.166667,0.166667,0.333333,6.1667,34.8167,33.1,2025-01-19,2025-11-09,東京,芝,000,3,"{""中山|芝|800"": 1, ""東京|芝|000"": 3, ""東京|芝|800"": 2}"
スパークルジョイ,pw01dud102021101891/AB,牝4,9,0,2,2,0.0,0.222222,0.222222,7.2222,37.2,34.8,2025-03-01,2025-11-08,福島,ダート,150,13,"{""京都|ダート|200"": 1, ""函館|ダート|000"": 2, ""小倉|ダート|000"": 1, ""札幌|ダート|000"": 2, ""福島|ダート|150"": 1, ""阪神|ダート|200"": 2}"
スパークルノヴァ,pw01dud102022106659/D8,牝3,2,0,0,0,0.0,0.0,0.0,12.0,37.6,36.4,2025-04-13,2025-06-01,東京,ダート,600,10,"{""中山|芝|000"": 1, ""東京|ダート|600"": 1}"
スパーブケン,pw01dud102022101072/02,牡3,3,0,0,0,0.0,0.0,0.0,12.0,39.4667,35.6,2025-03-01,2025-06-28,福島,ダート,150,9,"{""中山|ダート|800"": 1, ""中山|芝|800"": 1, ""福島|ダート|150"": 1}"
スピアザキック,pw01dud102023100390/6C,牡2,2,0,0,0,0.0,0.0,0.0,13.5,39.3,35.1,2025-11-01,2025-12-20,中山,ダート,800,15,"{""中山|ダート|800"": 1, ""東京|芝|600"": 1}"
スピアッジャローザ,pw01dud102022103537/D4,牝3,9,0,1,2,0.0,0.111111,0.222222,8.5556,35.5111,33.0,2025-03-16,2025-11-29,東京,芝,400,12,"{""中山|芝|000"": 1, ""中山|芝|600"": 1, ""新潟|芝|000"": 1, ""新潟|芝|800"": 3, ""札幌|芝|000"": 1, ""東京|芝|400"": 1, ""東京|芝|800"": 1}"
スピアヘッド,pw01dud102019102219/81,牡6,3,0,0,0,0.0,0.0,0.0,7.3333,,,2025-07-19,2025-12-20,阪神,障害,110,8,"{""東京|障害|100"": 1, ""福島|障害|380"": 1, ""阪神|障害|110"": 1}"
スピットブレイク,pw01dud102023100215/FA,牡2,3,0,0,0,0.0,0.0,0.0,7.3333,36.2333,34.2,2025-10-18,2025-12-21,中山,芝,600,4,"{""中山|芝|600"": 1, ""新潟|ダート|200"": 1, ""東京|芝|400"": 1}"
スピナーリート,pw01dud102023103456/DC,牝2,1,1,1,1,1.0,1.0,1.0,1.0,34.1,34.1,2025-12-20,2025-12-20,阪神,芝,600,1,"{""阪神|芝|600"": 1}"
スピニングマーリン,pw01dud102020104415/74,牝5,9,0,0,0,0.0,0.0,0.0,9.7778,36.0889,33.9,2025-02-02,2025-11-29,東京,ダート,600,16,"{""函館|ダート|000"": 1, ""小倉|ダート|000"": 2, ""小倉|芝|200"": 1, ""新潟|芝|000"": 1, ""札幌|芝|200"": 2, ""東京|ダート|600"": 1, ""福島|ダート|150"": 1}"
スピネルテソーロ,pw01dud102023106745/B9,牝2,3,0,0,0,0.0,0.0,0.0,11.3333,40.3333,36.6,2025-06-29,2025-10-04,東京,ダート,600,15,"{""中山|ダート|800"": 1, ""函館|芝|200"": 1, ""東京|ダート|600"": 1}"
スピリットガイド,pw01dud102021110021/92,せん4,7,0,0,0,0.0,0.0,0.0,8.4286,35.2714,34.2,2025-01-05,2025-08-23,新潟,芝,400,11,"{""中山|ダート|200"": 1, ""中山|芝|200"": 1, ""京都|芝|200"": 1, ""新潟|芝|400"": 1, ""東京|ダート|300"": 1, ""東京|ダート|400"": 1, ""東京|芝|400"": 1}"
スピリットサージ,pw01dud102022105339/36,牝3,4,0,0,0,0.0,0.0,0.0,8.25,35.475,35.0,2025-03-02,2025-08-09,札幌,芝,200,7,"{""函館|芝|200"": 1, ""札幌|芝|200"": 2, ""阪神|芝|800"": 1}"
スピリットライズ,pw01dud102022103750/31,せん3,9,0,0,1,0.0,0.0,0.111111,6.8889,35.4222,33.8,2025-01-25,2025-12-20,中京,芝,400,5,"{""中京|芝|400"": 2, ""中山|芝|200"": 1, ""小倉|芝|200"": 2, ""新潟|ダート|200"": 1, ""東京|芝|400"": 1, ""阪神|芝|200"": 2}"
スピリットワールド,pw01dud102019101860/FD,牡6,3,0,0,1,0.0,0.0,0.333333,10.6667,38.1,36.0,2025-04-19,2025-06-08,阪神,ダート,400,14,"{""京都|ダート|400"": 1, ""阪神|ダート|400"": 2}"
スピンザブラッド,pw01dud102021105244/4A,牡4,5,0,2,2,0.0,0.4,0.4,5.0,35.12,34.5,2025-03-15,2025-11-08,福島,芝,800,2,"{""中京|芝|200"": 1, ""函館|芝|800"": 1, ""新潟|芝|000"": 1, ""札幌|芝|800"": 1, ""福島|芝|800"": 1}"
スピントロニクス,pw01dud102022104658/87,牡3,8,0,0,1,0.0,0.0,0.125,6.875,39.475,36.3,2025-02-16,2025-12-20,阪神,ダート,800,16,"{""中京|ダート|800"": 1, ""中京|ダート|900"": 1, ""京都|ダート|900"": 1, ""小倉|芝|600"": 1, ""阪神|ダート|000"": 2, ""阪神|ダート|800"": 2}"
スピーチバルーン,pw01dud102023103457/4F,牝2,1,0,0,0,0.0,0.0,0.0,14.0,36.0,36.0,2025-11-15,2025-11-15,京都,芝,600,14,"{""京都|芝|600"": 1}"
スピーディブレイク,pw01dud102020106677/FA,牡5,7,0,1,2,0.0,0.142857,0.285714,5.5714,36.0143,34.5,2025-01-26,2025-08-09,札幌,芝,000,3,"{""中山|ダート|800"": 1, ""中山|芝|500"": 1, ""函館|ダート|700"": 2, ""小倉|芝|600"": 1, ""札幌|芝|000"": 1, ""東京|芝|400"": 1}"
スピードイエロー,pw01dud102022103068/82,牡3,10,0,0,0,0.0,0.0,0.0,7.0,36.13,34.0,2025-02-01,2025-09-13,阪神,芝,800,12,"{""中京|芝|400"": 1, ""京都|ダート|400"": 2, ""京都|芝|600"": 2, ""小倉|芝|800"": 1, ""札幌|ダート|700"": 1, ""福島|芝|200"": 1, ""阪神|芝|400"": 1, ""阪神|芝|800"": 1}"
スピードオブライト,pw01dud102020104203/1C,牝5,6,0,1,1,0.0,0.166667,0.166667,9.3333,35.0833,34.4,2025-01-06,2025-12-07,中山,芝,200,12,"{""中山|芝|200"": 4, ""函館|芝|200"": 1, ""新潟|芝|000"": 1}"
スピードパンサー,pw01dud102021104079/68,牡4,5,1,1,1,0.2,0.2,0.2,8.8,38.775,37.6,2025-02-01,2025-06-28,小倉,障害,860,12,"{""中山|ダート|200"": 1, ""小倉|障害|860"": 1, ""新潟|ダート|200"": 2, ""東京|ダート|400"": 1}"
スピードリッチ,pw01dud102021105438/68,牡4,10,2,3,5,0.2,0.3,0.5,4.1,35.3,33.4,2025-02-09,2025-12-27,中山,芝,500,9,"{""中山|芝|500"": 1, ""京都|芝|400"": 1, ""小倉|芝|000"": 1, ""小倉|芝|600"": 1, ""札幌|芝|000"": 1, ""札幌|芝|600"": 1, ""東京|芝|400"": 2, ""阪神|芝|400"": 2}"
スフィダンテ,pw01dud102023104370/08,牡2,2,0,0,1,0.0,0.0,0.5,5.0,36.0,35.4,2025-11-01,2025-12-13,阪神,芝,000,7,"{""京都|芝|000"": 1, ""阪神|芝|000"": 1}"
スフェーンテソーロ,pw01dud102023100121/0D,牝2,2,0,0,0,0.0,0.0,0.0,11.5,37.4,34.8,2025-08-24,2025-11-01,東京,ダート,600,12,"{""新潟|芝|600"": 1, ""東京|ダート|600"": 1, ""東京|芝|600"": 1}"
スフレ,pw01dud102022104305/4B,牝3,10,0,0,2,0.0,0.0,0.2,5.9,38.45,35.2,2025-01-13,2025-09-06,札幌,ダート,000,8,"{""中京|ダート|800"": 1, ""京都|ダート|800"": 1, ""函館|ダート|700"": 1, ""札幌|ダート|000"": 1, ""札幌|ダート|700"": 3, ""東京|ダート|400"": 1, ""東京|ダート|600"": 1, ""阪神|ダート|800"": 1}"
スプラウティング,pw01dud102019101907/F3,せん6,1,0,0,0,0.0,0.0,0.0,14.0,39.4,39.4,2025-03-08,2025-03-08,阪神,ダート,200,14,"{""阪神|ダート|200"": 1}"
スプランドゥール,pw01dud102021100623/D0,牡4,12,1,3,5,0.083333,0.25,0.416667,4.0833,36.425,35.5,2025-01-11,2025-12-21,中京,ダート,200,1,"{""中京|ダート|200"": 2, ""中山|ダート|200"": 3, ""新潟|ダート|200"": 1, ""東京|ダート|400"": 6}"
スプリット,pw01dud102022103929/6E,牝3,3,0,0,0,0.0,0.0,0.0,13.6667,39.2333,38.0,2025-01-19,2025-03-22,中山,ダート,200,11,"{""中山|ダート|200"": 2, ""東京|ダート|400"": 1}"
スプリンクルソルト,pw01dud102021106591/C3,牡4,4,0,0,0,0.0,0.0,0.0,10.75,36.45,35.1,2025-03-16,2025-11-24,東京,ダート,400,13,"{""中京|芝|600"": 1, ""新潟|芝|800"": 1, ""東京|ダート|400"": 1, ""福島|芝|800"": 1}"
スプリングデイ,pw01dud102021103322/97,牝4,8,0,1,1,0.0,0.125,0.125,7.375,34.725,34.3,2025-04-13,2025-12-20,中京,芝,400,11,"{""中京|芝|400"": 1, ""函館|芝|200"": 3, ""札幌|芝|200"": 2, ""福島|芝|200"": 2}"
スプリングノヴァ,pw01dud102021104318/28,牝4,1,0,0,0,0.0,0.0,0.0,15.0,38.3,38.3,2025-01-05,2025-01-05,中京,ダート,200,15,"{""中京|ダート|200"": 1}"
スプレモフレイバー,pw01dud102020103328/BD,牡5,2,0,0,0,0.0,0.0,0.0,11.0,34.9,34.1,2025-02-02,2025-06-22,東京,芝,400,11,"{""東京|芝|400"": 2}"
スプレーフォール,pw01dud102021107266/2E,牡4,4,0,0,0,0.0,0.0,0.0,10.25,39.85,38.7,2025-03-09,2025-08-16,新潟,ダート,800,13,"{""中山|ダート|800"": 2, ""新潟|ダート|800"": 1, ""福島|ダート|700"": 1}"
スペイドアン,pw01dud102021103770/C5,牡4,9,2,5,6,0.222222,0.555556,0.666667,4.5556,38.4333,35.9,2025-01-26,2025-12-07,中山,ダート,800,13,"{""中山|ダート|800"": 5, ""東京|ダート|600"": 2, ""福島|ダート|700"": 2}"
スペキオサレジーナ,pw01dud102020103316/C7,牝5,6,0,0,0,0.0,0.0,0.0,7.5,36.3,35.7,2025-01-12,2025-11-09,東京,ダート,300,9,"{""中山|ダート|200"": 2, ""新潟|ダート|200"": 2, ""東京|ダート|300"": 1, ""東京|ダート|400"": 1}"
